DateOfService,Program,CountOfServiceID
2016-03-21 00:00:00,TCE,18
2018-07-21 00:00:00,Food Pantry,60
2020-01-23 00:00:00,Food Pantry,7
2022-07-13 00:00:00,Food Pantry,163
2020-12-11 00:00:00,DV,3
2022-07-01 00:00:00,HealthEquity,10
2016-06-06 00:00:00,ORP,8
2020-08-05 00:00:00,HealthConnect,7
2020-07-21 00:00:00,Buprenorphine,6
2022-09-06 00:00:00,DV,1
2016-03-15 00:00:00,ORP,4
2018-02-26 00:00:00,MHU,43
2018-09-14 00:00:00,DV,15
2020-07-28 00:00:00,PepAndPrep,7
2022-01-28 00:00:00,Food Pantry,222
2016-10-25 00:00:00,Food Pantry,5
2018-12-06 00:00:00,DV,3
2018-07-16 00:00:00,Buprenorphine,2
2018-04-29 00:00:00,Food Pantry,1
2020-10-17 00:00:00,Food Pantry,252
2017-12-05 00:00:00,MHU,6
2020-08-26 00:00:00,Food Pantry,279
2017-07-25 00:00:00,MHU,36
2019-10-25 00:00:00,HealthConnect,23
2018-10-31 00:00:00,Food Pantry,91
2016-11-25 00:00:00,Food Pantry,1
2017-07-28 00:00:00,HealthConnect,14
2020-01-16 00:00:00,HealthConnect,3
2020-05-04 00:00:00,Food Pantry,80
2016-01-29 00:00:00,META,4
2020-11-17 00:00:00,Food Pantry,306
2018-01-22 00:00:00,DV,1
2016-08-03 00:00:00,Food Pantry,85
2021-07-01 00:00:00,DV,1
2022-12-13 00:00:00,Hotspotting,1
2018-12-01 00:00:00,Food Pantry,85
2017-05-03 00:00:00,MHU,49
2019-08-03 00:00:00,HealthConnect,4
2022-11-23 00:00:00,Food Pantry,32
2019-06-26 00:00:00,DV,13
2020-03-10 00:00:00,Buprenorphine,7
2016-09-03 00:00:00,Food Pantry,92
2019-02-22 00:00:00,Food Pantry,135
2018-09-06 00:00:00,Buprenorphine,3
2020-02-11 00:00:00,Food Pantry,82
2022-01-21 00:00:00,ATI,1
2022-08-01 00:00:00,Food Pantry,32
2017-08-04 00:00:00,TCE,1
2016-09-29 00:00:00,MHU,22
2018-05-04 00:00:00,DV,5
2022-02-25 00:00:00,Buprenorphine,1
2016-01-31 00:00:00,TCE,1
2017-03-07 00:00:00,Food Pantry,1
2016-09-29 00:00:00,HealthConnect,6
2021-09-29 00:00:00,ATI,8
2018-09-09 00:00:00,Food Pantry,2
2021-02-27 00:00:00,Food Pantry,241
2019-12-06 00:00:00,PepAndPrep,3
2020-06-01 00:00:00,Buprenorphine,1
2022-04-26 00:00:00,DV,5
2016-09-22 00:00:00,Food Pantry,6
2019-03-13 00:00:00,Food Pantry,64
2020-01-28 00:00:00,DV,2
2021-08-17 00:00:00,HealthEquity,2
2016-04-16 00:00:00,HealthConnect,21
2017-04-07 00:00:00,Food Pantry,116
2022-10-20 00:00:00,ClubConnect,3
2018-07-26 00:00:00,DV,11
2020-06-08 00:00:00,PepAndPrep,7
2020-09-14 00:00:00,Food Pantry,55
2016-03-02 00:00:00,TCE,23
2017-10-19 00:00:00,HealthConnect,24
2016-07-08 00:00:00,HealthConnect,7
2017-10-16 00:00:00,MHU,25
2016-12-14 00:00:00,Food Pantry,109
2020-04-20 00:00:00,DV,14
2021-11-03 00:00:00,Buprenorphine,7
2018-01-10 00:00:00,HealthConnect,22
2019-04-20 00:00:00,MHU,13
2016-02-17 00:00:00,META,7
2016-03-11 00:00:00,HealthConnect,75
2018-08-30 00:00:00,HealthConnect,1
2021-02-09 00:00:00,Food Pantry,161
2021-06-16 00:00:00,TPO,12
2021-12-22 00:00:00,Buprenorphine,3
2022-04-28 00:00:00,DV,1
2017-02-08 00:00:00,MHU,11
2020-08-04 00:00:00,HealthConnect,1
2020-06-19 00:00:00,Buprenorphine,1
2017-05-11 00:00:00,Food Pantry,1
2018-07-15 00:00:00,Buprenorphine,1
2018-05-08 00:00:00,HealthConnect,13
2018-11-13 00:00:00,Food Pantry,100
2021-08-16 00:00:00,HealthEquity,1
2022-04-22 00:00:00,Food Pantry,217
2017-01-17 00:00:00,Food Pantry,6
2016-11-26 00:00:00,Food Pantry,103
2019-05-17 00:00:00,Food Pantry,55
2018-02-24 00:00:00,DV,1
2019-05-08 00:00:00,MHU,8
2020-05-13 00:00:00,HealthConnect,7
2020-08-14 00:00:00,DV,11
2022-04-15 00:00:00,ATI,4
2022-10-24 00:00:00,Food Pantry,46
2020-11-18 00:00:00,Food Pantry,290
2017-02-17 00:00:00,Food Pantry,80
2017-02-25 00:00:00,HealthConnect,3
2020-04-22 00:00:00,DV,10
2021-12-22 00:00:00,ATI,4
2020-07-27 00:00:00,Food Pantry,62
2018-03-15 00:00:00,DV,2
2020-04-24 00:00:00,HealthConnect,19
2020-09-02 00:00:00,DV,10
2021-03-06 00:00:00,TPO,2
2020-03-09 00:00:00,Buprenorphine,2
2020-10-02 00:00:00,PepAndPrep,3
2019-02-23 00:00:00,Food Pantry,77
2018-06-06 00:00:00,DV,12
2018-01-26 00:00:00,HealthConnect,20
2020-07-16 00:00:00,HealthConnect,10
2017-03-08 00:00:00,Food Pantry,111
2022-08-03 00:00:00,Hotspotting,1
2017-09-21 00:00:00,Food Pantry,1
2018-07-13 00:00:00,MHU,71
2017-07-24 00:00:00,MHU,27
2018-07-30 00:00:00,HealthConnect,2
2017-05-02 00:00:00,MHU,65
2017-05-30 00:00:00,Food Pantry,116
2020-02-01 00:00:00,HealthConnect,31
2021-05-20 00:00:00,Buprenorphine,3
2018-08-28 00:00:00,DV,12
2020-07-11 00:00:00,PepAndPrep,1
2021-05-22 00:00:00,Food Pantry,115
2020-04-03 00:00:00,DV,5
2020-06-22 00:00:00,PepAndPrep,11
2020-09-23 00:00:00,HealthConnect,6
2021-03-23 00:00:00,DV,4
2021-03-31 00:00:00,Food Pantry,337
2016-04-30 00:00:00,HealthConnect,28
2019-05-15 00:00:00,Buprenorphine,6
2019-06-05 00:00:00,Food Pantry,107
2021-11-02 00:00:00,Buprenorphine,1
2017-06-30 00:00:00,Food Pantry,147
2019-12-19 00:00:00,Food Pantry,7
2016-12-23 00:00:00,HealthConnect,9
2018-01-05 00:00:00,DV,4
2020-12-07 00:00:00,Food Pantry,75
2022-12-30 00:00:00,HealthEquity,6
2016-12-20 00:00:00,MHU,1
2020-11-24 00:00:00,TPO,5
2016-01-07 00:00:00,HealthConnect,15
2019-10-28 00:00:00,Buprenorphine,7
2019-07-06 00:00:00,Food Pantry,73
2021-06-14 00:00:00,DV,5
2021-12-24 00:00:00,Food Pantry,117
2016-09-28 00:00:00,MHU,21
2018-12-29 00:00:00,HealthConnect,8
2022-12-13 00:00:00,Food Pantry,112
2016-03-14 00:00:00,ORP,5
2016-07-07 00:00:00,MHU,18
2019-08-06 00:00:00,Buprenorphine,2
2018-03-29 00:00:00,DV,1
2019-03-22 00:00:00,HealthConnect,14
2019-03-18 00:00:00,DV,11
2019-09-27 00:00:00,Food Pantry,106
2020-03-31 00:00:00,PepAndPrep,5
2022-02-10 00:00:00,ATI,1
2021-01-15 00:00:00,TPO,2
2021-07-23 00:00:00,Buprenorphine,1
2022-08-26 00:00:00,ATI,6
2016-06-21 00:00:00,HealthConnect,20
2017-10-10 00:00:00,Food Pantry,79
2018-04-17 00:00:00,DV,2
2022-05-04 00:00:00,ATI,10
2019-11-19 00:00:00,PepAndPrep,3
2021-10-02 00:00:00,Food Pantry,134
2016-02-25 00:00:00,MHU,18
2022-11-03 00:00:00,ClubConnect,3
2017-03-16 00:00:00,HealthConnect,4
2016-03-02 00:00:00,META,1
2019-10-16 00:00:00,Food Pantry,95
2021-06-22 00:00:00,Buprenorphine,6
2016-03-30 00:00:00,HealthConnect,29
2016-06-18 00:00:00,MHU,13
2017-11-10 00:00:00,Food Pantry,97
2018-09-18 00:00:00,HealthConnect,5
2021-04-19 00:00:00,Food Pantry,68
2016-01-15 00:00:00,Food Pantry,74
2021-03-31 00:00:00,Buprenorphine,1
2021-10-14 00:00:00,Buprenorphine,7
2017-07-19 00:00:00,Food Pantry,140
2020-01-07 00:00:00,Food Pantry,83
2020-10-24 00:00:00,TPO,8
2016-09-19 00:00:00,TCE,5
2019-11-16 00:00:00,Food Pantry,111
2022-05-06 00:00:00,Food Pantry,191
2018-05-05 00:00:00,MHU,9
2019-02-27 00:00:00,DV,15
2019-05-11 00:00:00,HealthConnect,17
2021-08-17 00:00:00,DV,5
2022-08-19 00:00:00,HealthEquity,24
2019-07-25 00:00:00,Food Pantry,2
2019-08-02 00:00:00,HealthConnect,6
2022-01-12 00:00:00,Food Pantry,211
2018-11-05 00:00:00,DV,28
2020-02-07 00:00:00,Food Pantry,118
2019-07-18 00:00:00,Buprenorphine,5
2016-08-09 00:00:00,MHU,3
2018-02-20 00:00:00,Food Pantry,76
2019-05-21 00:00:00,DV,10
2018-02-28 00:00:00,HealthConnect,18
2022-02-12 00:00:00,Food Pantry,195
2022-10-28 00:00:00,DV,6
2016-05-18 00:00:00,MHU,13
2018-05-14 00:00:00,Food Pantry,61
2020-02-10 00:00:00,PepAndPrep,14
2019-06-17 00:00:00,Buprenorphine,8
2021-04-12 00:00:00,ATI,1
2022-02-15 00:00:00,HealthEquity,17
2016-08-10 00:00:00,HealthConnect,18
2019-01-29 00:00:00,HealthConnect,17
2022-09-14 00:00:00,ClubConnect,2
2017-07-10 00:00:00,MHU,27
2022-06-28 00:00:00,HealthEquity,16
2016-05-27 00:00:00,Food Pantry,72
2016-11-10 00:00:00,TCE,2
2018-12-14 00:00:00,Buprenorphine,8
2019-07-09 00:00:00,PepAndPrep,4
2021-06-03 00:00:00,Buprenorphine,3
2017-11-29 00:00:00,Food Pantry,78
2020-05-19 00:00:00,Food Pantry,426
2022-09-19 00:00:00,HealthEquity,7
2017-10-18 00:00:00,HealthConnect,14
2017-11-01 00:00:00,MHU,36
2022-06-23 00:00:00,ATI,2
2016-07-21 00:00:00,MHU,16
2016-01-06 00:00:00,MHU,19
2016-08-19 00:00:00,TCE,4
2022-05-26 00:00:00,Hotspotting,1
2018-06-02 00:00:00,Food Pantry,83
2022-05-28 00:00:00,HealthEquity,4
2019-05-29 00:00:00,Buprenorphine,6
2016-04-21 00:00:00,META,5
2022-05-25 00:00:00,Food Pantry,157
2022-09-14 00:00:00,ATI,9
2016-04-29 00:00:00,MHU,6
2017-05-05 00:00:00,HealthConnect,10
2019-10-24 00:00:00,HealthConnect,8
2016-05-28 00:00:00,TCE,2
2018-07-27 00:00:00,MHU,76
2021-05-26 00:00:00,DV,2
2016-03-05 00:00:00,Food Pantry,98
2017-07-27 00:00:00,HealthConnect,19
2019-07-16 00:00:00,MHU,3
2020-02-26 00:00:00,Food Pantry,90
2022-12-06 00:00:00,ATI,3
2019-01-08 00:00:00,DV,5
2021-12-10 00:00:00,Food Pantry,248
2016-01-21 00:00:00,HealthConnect,4
2018-07-11 00:00:00,HealthConnect,15
2022-06-25 00:00:00,Food Pantry,109
2021-07-14 00:00:00,HealthEquity,25
2018-09-24 00:00:00,Food Pantry,50
2021-12-03 00:00:00,ATI,2
2019-04-01 00:00:00,DV,7
2016-05-09 00:00:00,TCE,13
2020-03-28 00:00:00,Food Pantry,135
2019-09-21 00:00:00,HealthConnect,9
2016-10-07 00:00:00,Food Pantry,109
2021-12-27 00:00:00,HealthEquity,4
2018-04-19 00:00:00,HealthConnect,26
2020-03-20 00:00:00,DV,6
2020-09-29 00:00:00,Food Pantry,111
2022-09-08 00:00:00,DV,2
2020-03-24 00:00:00,HealthConnect,10
2020-10-03 00:00:00,DV,1
2020-10-30 00:00:00,Buprenorphine,3
2016-12-29 00:00:00,Food Pantry,1
2020-12-10 00:00:00,PepAndPrep,1
2018-07-03 00:00:00,Food Pantry,99
2020-06-11 00:00:00,DV,3
2020-12-21 00:00:00,Food Pantry,94
2020-04-28 00:00:00,Buprenorphine,8
2022-10-05 00:00:00,Food Pantry,173
2017-09-15 00:00:00,HealthConnect,24
2020-03-05 00:00:00,HealthConnect,9
2020-10-22 00:00:00,DV,9
2022-05-09 00:00:00,HealthEquity,16
2022-03-23 00:00:00,Hotspotting,2
2016-07-16 00:00:00,Food Pantry,70
2019-01-04 00:00:00,Food Pantry,109
2016-05-10 00:00:00,META,2
2017-12-07 00:00:00,HealthConnect,2
2020-07-08 00:00:00,Food Pantry,388
2021-08-23 00:00:00,ATI,2
2022-01-15 00:00:00,HealthEquity,1
2016-06-30 00:00:00,TCE,12
2021-01-09 00:00:00,Food Pantry,229
2022-04-08 00:00:00,HealthEquity,28
2017-09-12 00:00:00,MHU,43
2019-12-13 00:00:00,HealthConnect,21
2017-02-27 00:00:00,MHU,11
2022-11-03 00:00:00,ATI,11
2016-04-08 00:00:00,TCE,25
2020-07-20 00:00:00,Buprenorphine,5
2018-10-13 00:00:00,Food Pantry,58
2017-06-21 00:00:00,MHU,61
2018-10-17 00:00:00,DV,7
2021-04-06 00:00:00,DV,1
2016-07-11 00:00:00,ORP,3
2018-02-14 00:00:00,HealthConnect,19
2022-11-11 00:00:00,DV,8
2019-04-16 00:00:00,Food Pantry,65
2021-10-04 00:00:00,Food Pantry,31
2019-10-30 00:00:00,Food Pantry,106
2018-08-13 00:00:00,MHU,36
2018-11-19 00:00:00,DV,19
2018-05-22 00:00:00,MHU,25
2016-01-29 00:00:00,Food Pantry,78
2019-04-12 00:00:00,Buprenorphine,2
2019-07-08 00:00:00,Food Pantry,19
2021-01-15 00:00:00,DV,5
2021-09-30 00:00:00,Buprenorphine,1
2018-10-19 00:00:00,DV,9
2018-02-28 00:00:00,MHU,45
2016-11-17 00:00:00,MHU,30
2016-04-19 00:00:00,ORP,8
2018-02-03 00:00:00,Food Pantry,86
2019-07-11 00:00:00,PepAndPrep,2
2018-06-08 00:00:00,HealthConnect,18
2019-01-10 00:00:00,DV,18
2019-09-25 00:00:00,Buprenorphine,12
2021-07-13 00:00:00,Food Pantry,193
2022-05-26 00:00:00,HealthEquity,4
2019-08-08 00:00:00,Food Pantry,2
2022-01-26 00:00:00,Food Pantry,236
2022-10-11 00:00:00,DV,4
2016-08-26 00:00:00,MHU,20
2016-08-12 00:00:00,HealthConnect,4
2019-12-11 00:00:00,HealthConnect,26
2022-07-07 00:00:00,ATI,9
2016-02-17 00:00:00,Food Pantry,51
2017-11-04 00:00:00,HealthConnect,31
2016-04-15 00:00:00,MHU,19
2017-08-21 00:00:00,Food Pantry,22
2019-03-01 00:00:00,DV,2
2019-05-09 00:00:00,HealthConnect,2
2017-10-18 00:00:00,MHU,36
2022-03-15 00:00:00,ATI,5
2021-08-13 00:00:00,Food Pantry,211
2022-09-28 00:00:00,ATI,6
2019-05-23 00:00:00,DV,8
2022-10-06 00:00:00,HealthEquity,1
2016-01-12 00:00:00,META,10
2019-08-27 00:00:00,Food Pantry,95
2019-08-14 00:00:00,DV,2
2020-12-17 00:00:00,Buprenorphine,12
2022-02-14 00:00:00,Food Pantry,50
2022-06-06 00:00:00,ATI,5
2022-06-14 00:00:00,HealthEquity,3
2016-06-10 00:00:00,Food Pantry,86
2019-11-18 00:00:00,Food Pantry,54
2022-08-28 00:00:00,ATI,1
2016-05-16 00:00:00,MHU,15
2016-01-04 00:00:00,MHU,17
2016-04-25 00:00:00,TCE,8
2017-02-22 00:00:00,PepAndPrep,2
2021-10-22 00:00:00,HealthEquity,14
2022-09-22 00:00:00,DV,3
2018-06-16 00:00:00,Food Pantry,83
2021-08-25 00:00:00,ATI,4
2021-11-23 00:00:00,Food Pantry,228
2016-08-17 00:00:00,TCE,18
2020-08-25 00:00:00,Buprenorphine,4
2022-05-31 00:00:00,DV,6
2018-04-02 00:00:00,MHU,24
2020-06-25 00:00:00,DV,6
2018-02-22 00:00:00,Food Pantry,3
2019-02-21 00:00:00,Buprenorphine,1
2016-03-19 00:00:00,Food Pantry,69
2018-06-27 00:00:00,HealthConnect,13
2018-09-07 00:00:00,Food Pantry,102
2020-09-01 00:00:00,PepAndPrep,17
2018-08-20 00:00:00,Buprenorphine,6
2016-09-20 00:00:00,Food Pantry,55
2018-08-30 00:00:00,DV,9
2018-07-28 00:00:00,HealthConnect,12
2018-01-12 00:00:00,HealthConnect,10
2020-09-12 00:00:00,Food Pantry,355
2020-07-02 00:00:00,HealthConnect,8
2018-01-09 00:00:00,MHU,4
2021-09-01 00:00:00,Food Pantry,185
2022-04-06 00:00:00,HealthEquity,10
2017-08-29 00:00:00,MHU,58
2022-08-17 00:00:00,HealthEquity,6
2016-04-07 00:00:00,Food Pantry,3
2018-09-26 00:00:00,Food Pantry,99
2020-08-13 00:00:00,PepAndPrep,4
2020-03-30 00:00:00,Food Pantry,62
2022-09-18 00:00:00,Food Pantry,1
2020-10-05 00:00:00,DV,4
2017-06-07 00:00:00,MHU,61
2016-06-29 00:00:00,Food Pantry,89
2018-03-17 00:00:00,HealthConnect,25
2016-04-23 00:00:00,META,3
2018-10-27 00:00:00,Food Pantry,72
2017-09-29 00:00:00,MHU,17
2018-07-09 00:00:00,DV,9
2020-05-22 00:00:00,PepAndPrep,6
2022-04-05 00:00:00,Food Pantry,142
2022-07-26 00:00:00,ATI,1
2020-04-14 00:00:00,Buprenorphine,5
2016-07-17 00:00:00,TCE,1
2022-11-08 00:00:00,HealthEquity,4
2018-07-05 00:00:00,Food Pantry,5
2016-07-30 00:00:00,Food Pantry,59
2019-09-04 00:00:00,MHU,4
2020-08-06 00:00:00,Buprenorphine,5
2022-06-27 00:00:00,Food Pantry,54
2022-10-17 00:00:00,ATI,7
2016-11-08 00:00:00,TCE,12
2017-01-31 00:00:00,Food Pantry,1
2020-07-10 00:00:00,Food Pantry,420
2017-05-19 00:00:00,MHU,27
2018-05-25 00:00:00,HealthConnect,13
2020-02-13 00:00:00,DV,3
2021-01-23 00:00:00,Food Pantry,260
2021-10-14 00:00:00,ATI,1
2017-02-11 00:00:00,HealthConnect,8
2017-02-25 00:00:00,MHU,8
2019-08-16 00:00:00,MHU,7
2020-05-06 00:00:00,DV,8
2016-02-23 00:00:00,HealthConnect,19
2016-06-28 00:00:00,TCE,15
2016-10-09 00:00:00,Food Pantry,1
2018-08-16 00:00:00,HealthConnect,15
2018-04-13 00:00:00,Food Pantry,67
2019-10-22 00:00:00,DV,5
2020-07-06 00:00:00,Buprenorphine,6
2020-10-01 00:00:00,Food Pantry,41
2022-01-05 00:00:00,ATI,2
2020-05-30 00:00:00,HealthConnect,2
2020-08-10 00:00:00,Food Pantry,73
2016-04-06 00:00:00,TCE,19
2017-02-03 00:00:00,PepAndPrep,2
2016-11-09 00:00:00,Food Pantry,112
2020-08-21 00:00:00,HealthConnect,1
2016-05-03 00:00:00,ORP,7
2017-10-16 00:00:00,DV,1
2022-10-07 00:00:00,Food Pantry,191
2016-01-14 00:00:00,TCE,40
2017-11-20 00:00:00,MHU,29
2016-02-10 00:00:00,ORP,19
2017-05-13 00:00:00,Food Pantry,89
2020-06-17 00:00:00,Buprenorphine,1
2018-11-15 00:00:00,Food Pantry,1
2022-08-17 00:00:00,Hotspotting,2
2020-03-26 00:00:00,Buprenorphine,10
2022-11-07 00:00:00,Food Pantry,41
2020-04-10 00:00:00,HealthConnect,19
2019-02-06 00:00:00,Food Pantry,124
2019-02-12 00:00:00,MHU,5
2020-04-02 00:00:00,PepAndPrep,11
2020-11-20 00:00:00,Food Pantry,550
2021-03-12 00:00:00,ATI,1
2017-04-18 00:00:00,MHU,37
2020-09-08 00:00:00,Buprenorphine,13
2018-08-24 00:00:00,Food Pantry,111
2018-11-07 00:00:00,HealthConnect,15
2020-02-24 00:00:00,Buprenorphine,4
2020-06-24 00:00:00,PepAndPrep,2
2019-11-22 00:00:00,DV,3
2022-05-12 00:00:00,DV,4
2020-05-11 00:00:00,HealthConnect,9
2022-08-16 00:00:00,Food Pantry,125
2017-01-09 00:00:00,HealthConnect,1
2021-06-28 00:00:00,DV,5
2019-02-25 00:00:00,Food Pantry,37
2019-08-23 00:00:00,Buprenorphine,4
2022-02-10 00:00:00,Buprenorphine,3
2017-03-22 00:00:00,Food Pantry,117
2019-09-10 00:00:00,Food Pantry,93
2020-03-14 00:00:00,PepAndPrep,1
2022-11-05 00:00:00,ClubConnect,3
2017-07-25 00:00:00,HealthConnect,21
2020-08-29 00:00:00,Food Pantry,277
2016-04-13 00:00:00,HealthConnect,18
2021-11-19 00:00:00,Buprenorphine,1
2017-01-06 00:00:00,MHU,13
2019-11-21 00:00:00,PepAndPrep,3
2017-06-13 00:00:00,Food Pantry,93
2016-10-15 00:00:00,HealthConnect,18
2019-03-28 00:00:00,Food Pantry,4
2021-09-15 00:00:00,Food Pantry,194
2019-07-31 00:00:00,HealthConnect,13
2021-05-28 00:00:00,DV,2
2016-02-29 00:00:00,ORP,14
2019-11-14 00:00:00,Buprenorphine,6
2016-02-16 00:00:00,TCE,45
2017-05-03 00:00:00,HealthConnect,16
2019-10-22 00:00:00,HealthConnect,27
2019-06-19 00:00:00,Food Pantry,71
2016-06-22 00:00:00,ORP,4
2022-05-18 00:00:00,ATI,7
2022-11-26 00:00:00,Food Pantry,82
2022-11-30 00:00:00,DV,5
2016-03-31 00:00:00,ORP,5
2022-01-24 00:00:00,ATI,2
2019-03-20 00:00:00,HealthConnect,7
2022-08-09 00:00:00,ATI,4
2016-09-26 00:00:00,MHU,12
2019-07-12 00:00:00,DV,12
2022-12-27 00:00:00,Food Pantry,38
2022-12-16 00:00:00,Hotspotting,3
2016-12-21 00:00:00,HealthConnect,3
2017-09-23 00:00:00,Food Pantry,112
2019-06-11 00:00:00,HealthConnect,22
2020-02-05 00:00:00,Buprenorphine,4
2017-08-02 00:00:00,Food Pantry,111
2018-12-24 00:00:00,MHU,6
2019-10-03 00:00:00,DV,5
2017-06-24 00:00:00,HealthConnect,34
2016-04-21 00:00:00,Food Pantry,2
2020-02-12 00:00:00,PepAndPrep,2
2021-08-14 00:00:00,HealthEquity,14
2017-04-10 00:00:00,Food Pantry,10
2018-12-27 00:00:00,HealthConnect,14
2022-10-25 00:00:00,HealthEquity,11
2021-04-02 00:00:00,Food Pantry,344
2021-07-23 00:00:00,ATI,3
2016-10-14 00:00:00,MHU,13
2017-10-20 00:00:00,HealthConnect,6
2020-04-09 00:00:00,HealthConnect,12
2022-08-02 00:00:00,HealthEquity,12
2019-10-02 00:00:00,PepAndPrep,4
2021-02-19 00:00:00,TPO,3
2019-08-11 00:00:00,Food Pantry,3
2017-09-05 00:00:00,Food Pantry,58
2018-05-05 00:00:00,HealthConnect,10
2021-02-12 00:00:00,Food Pantry,204
2019-01-11 00:00:00,MHU,60
2022-05-19 00:00:00,ATI,11
2019-12-02 00:00:00,Buprenorphine,2
2020-01-27 00:00:00,DV,5
2022-12-08 00:00:00,ClubConnect,15
2018-01-11 00:00:00,HealthConnect,22
2021-04-08 00:00:00,DV,6
2021-03-22 00:00:00,TPO,1
2019-09-11 00:00:00,Food Pantry,59
2019-05-31 00:00:00,Buprenorphine,2
2021-11-18 00:00:00,Buprenorphine,5
2022-08-10 00:00:00,ATI,2
2016-05-26 00:00:00,META,1
2022-10-24 00:00:00,HealthEquity,16
2020-01-17 00:00:00,HealthConnect,22
2020-01-24 00:00:00,PepAndPrep,14
2017-06-14 00:00:00,Food Pantry,173
2019-12-03 00:00:00,Food Pantry,44
2022-04-18 00:00:00,ATI,3
2020-11-21 00:00:00,Food Pantry,455
2022-11-01 00:00:00,ATI,11
2018-06-09 00:00:00,MHU,26
2019-11-13 00:00:00,Buprenorphine,1
2020-05-08 00:00:00,DV,5
2017-12-16 00:00:00,Food Pantry,55
2019-06-20 00:00:00,Food Pantry,1
2021-12-08 00:00:00,Food Pantry,209
2016-03-04 00:00:00,META,3
2020-03-21 00:00:00,HealthConnect,7
2017-07-03 00:00:00,Food Pantry,41
2018-01-16 00:00:00,Food Pantry,79
2018-07-10 00:00:00,MHU,41
2018-04-04 00:00:00,HealthConnect,20
2019-12-24 00:00:00,PepAndPrep,5
2021-06-25 00:00:00,Food Pantry,232
2021-10-15 00:00:00,ATI,5
2019-10-07 00:00:00,HealthConnect,2
2019-11-05 00:00:00,DV,9
2021-05-17 00:00:00,Buprenorphine,1
2017-01-05 00:00:00,MHU,21
2018-05-03 00:00:00,DV,7
2020-03-16 00:00:00,PepAndPrep,7
2022-01-06 00:00:00,ATI,2
2019-08-13 00:00:00,PepAndPrep,5
2016-12-15 00:00:00,TCE,1
2020-02-26 00:00:00,PepAndPrep,2
2022-06-13 00:00:00,HealthEquity,16
2016-04-22 00:00:00,Food Pantry,102
2016-01-04 00:00:00,HealthConnect,2
2021-03-20 00:00:00,DV,1
2018-02-27 00:00:00,MHU,25
2019-09-30 00:00:00,Food Pantry,5
2020-05-29 00:00:00,HealthConnect,14
2017-10-25 00:00:00,Food Pantry,142
2017-12-06 00:00:00,MHU,34
2020-04-14 00:00:00,Food Pantry,303
2019-11-04 00:00:00,PepAndPrep,1
2018-03-02 00:00:00,HealthConnect,15
2020-08-20 00:00:00,HealthConnect,5
2016-07-14 00:00:00,Food Pantry,10
2021-04-16 00:00:00,Buprenorphine,2
2022-10-19 00:00:00,ClubConnect,15
2018-04-28 00:00:00,Food Pantry,89
2019-03-15 00:00:00,DV,6
2022-08-22 00:00:00,DV,6
2016-02-09 00:00:00,ORP,6
2016-06-03 00:00:00,MHU,14
2019-10-31 00:00:00,Food Pantry,12
2022-04-20 00:00:00,Food Pantry,200
2020-10-13 00:00:00,Buprenorphine,2
2018-11-21 00:00:00,DV,13
2020-03-07 00:00:00,HealthConnect,20
2021-05-11 00:00:00,DV,2
2016-01-30 00:00:00,Food Pantry,78
2018-07-20 00:00:00,Food Pantry,124
2019-03-19 00:00:00,HealthConnect,17
2021-12-27 00:00:00,Food Pantry,54
2016-10-24 00:00:00,TCE,4
2019-05-22 00:00:00,PepAndPrep,1
2020-01-22 00:00:00,Food Pantry,130
2022-06-07 00:00:00,ATI,13
2018-08-15 00:00:00,HealthConnect,9
2021-11-05 00:00:00,Food Pantry,268
2022-12-21 00:00:00,ATI,12
2019-08-01 00:00:00,MHU,2
2022-08-29 00:00:00,ATI,11
2016-02-22 00:00:00,MHU,20
2016-06-13 00:00:00,TCE,65
2019-04-03 00:00:00,DV,10
2019-07-03 00:00:00,Buprenorphine,6
2016-09-02 00:00:00,Food Pantry,104
2020-02-10 00:00:00,Food Pantry,22
2022-07-14 00:00:00,HealthEquity,13
2019-06-25 00:00:00,DV,12
2016-05-11 00:00:00,Food Pantry,53
2018-05-24 00:00:00,HealthConnect,21
2020-12-04 00:00:00,Buprenorphine,3
2017-11-13 00:00:00,Food Pantry,12
2018-05-21 00:00:00,MHU,36
2022-03-22 00:00:00,HealthEquity,13
2018-01-08 00:00:00,MHU,1
2022-08-31 00:00:00,Food Pantry,133
2020-06-02 00:00:00,Buprenorphine,3
2020-10-07 00:00:00,DV,18
2016-06-11 00:00:00,Food Pantry,33
2017-02-08 00:00:00,HealthConnect,10
2018-11-30 00:00:00,Food Pantry,57
2018-11-29 00:00:00,Buprenorphine,1
2022-08-03 00:00:00,DV,3
2019-11-19 00:00:00,Food Pantry,97
2022-05-09 00:00:00,Food Pantry,49
2022-10-25 00:00:00,DV,3
2017-10-17 00:00:00,MHU,27
2020-06-03 00:00:00,Food Pantry,441
2018-11-02 00:00:00,DV,13
2016-02-18 00:00:00,Food Pantry,1
2018-08-08 00:00:00,Food Pantry,77
2022-04-11 00:00:00,DV,4
2016-08-26 00:00:00,HealthConnect,23
2019-02-14 00:00:00,HealthConnect,11
2020-07-28 00:00:00,DV,4
2020-12-05 00:00:00,Food Pantry,254
2018-07-11 00:00:00,DV,1
2019-07-25 00:00:00,PepAndPrep,1
2020-08-24 00:00:00,Buprenorphine,5
2016-03-30 00:00:00,ORP,12
2019-01-24 00:00:00,DV,8
2021-07-30 00:00:00,HealthEquity,16
2016-01-22 00:00:00,MHU,15
